county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",8,2,8,18
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",10,2,21,33
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",0,1,6,7
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",1,0,4,5
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",66,14,85,165
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",13,3,11,27
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",7,1,3,11
City & County of Honolulu,19-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,0,3,5
City & County of Honolulu,19-02,State Senator,9,D,"CHANG, Stanley",185,43,224,452
City & County of Honolulu,19-02,State Senator,9,R,"SLOM, Sam M.",139,26,145,310
City & County of Honolulu,19-02,State Representative,19,D,"KOBAYASHI, Bertrand (Bert)",209,52,203,464
City & County of Honolulu,19-02,State Representative,19,L,"HIGA, Anthony J.L.",20,2,54,76
City & County of Honolulu,19-02,State Representative,19,R,"BISCHOFF, Stephen N.",67,13,75,155
City & County of Honolulu,19-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,6,33,58
City & County of Honolulu,19-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",50,2,38,90
City & County of Honolulu,19-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",309,41,317,667
City & County of Honolulu,19-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",842,103,723,1668
City & County of Honolulu,19-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,2,5,14
City & County of Honolulu,19-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,5,8
City & County of Honolulu,19-03,U.S. Senator,,C,"ALLISON, Joy J.",7,1,21,29
City & County of Honolulu,19-03,U.S. Senator,,D,"SCHATZ, Brian",942,114,815,1871
City & County of Honolulu,19-03,U.S. Senator,,L,"KOKOSKI, Michael A.",21,2,26,49
City & County of Honolulu,19-03,U.S. Senator,,R,"CARROLL, John",233,28,226,487
City & County of Honolulu,19-03,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",919,106,794,1819
City & County of Honolulu,19-03,U.S. Representative,1,L,"YIM, Alan J.K.",31,8,53,92
City & County of Honolulu,19-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",12,6,27,45
City & County of Honolulu,19-03,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",221,24,208,453
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,D,"CROSS, Peter",10,4,34,48
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",842,83,681,1606
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,D,"KIM, Howard",12,7,29,48
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",29,8,45,82
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",11,3,14,28
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",2,1,7,10
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",213,22,209,444
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",20,6,34,60
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",17,3,6,26
City & County of Honolulu,19-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,2,4,8
City & County of Honolulu,19-03,State Senator,9,D,"CHANG, Stanley",736,86,682,1504
City & County of Honolulu,19-03,State Senator,9,R,"SLOM, Sam M.",456,60,406,922
City & County of Honolulu,19-03,State Representative,19,D,"KOBAYASHI, Bertrand (Bert)",752,83,651,1486
City & County of Honolulu,19-03,State Representative,19,L,"HIGA, Anthony J.L.",168,27,147,342
City & County of Honolulu,19-03,State Representative,19,R,"BISCHOFF, Stephen N.",200,26,200,426
City & County of Honolulu,19-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",12,10,31,53
City & County of Honolulu,19-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",45,8,35,88
City & County of Honolulu,19-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",311,32,251,594
City & County of Honolulu,19-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",772,114,585,1471
City & County of Honolulu,19-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",8,1,5,14
City & County of Honolulu,19-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,10,12
City & County of Honolulu,19-04,U.S. Senator,,C,"ALLISON, Joy J.",9,2,16,27
City & County of Honolulu,19-04,U.S. Senator,,D,"SCHATZ, Brian",850,130,644,1624
City & County of Honolulu,19-04,U.S. Senator,,L,"KOKOSKI, Michael A.",18,4,29,51
City & County of Honolulu,19-04,U.S. Senator,,R,"CARROLL, John",223,22,179,424
City & County of Honolulu,19-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",828,117,606,1551
City & County of Honolulu,19-04,U.S. Representative,1,L,"YIM, Alan J.K.",45,7,53,105
City & County of Honolulu,19-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",11,4,15,30
City & County of Honolulu,19-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",215,28,187,430
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,D,"CROSS, Peter",12,4,24,40
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",754,99,502,1355
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,D,"KIM, Howard",18,2,27,47
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",49,6,43,98
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",7,5,13,25
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",10,4,3,17
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",197,26,175,398
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",23,4,46,73
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",7,4,9,20
City & County of Honolulu,19-04,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",3,0,2,5
City & County of Honolulu,19-04,State Senator,10,D,"IHARA, Les, Jr.",821,115,603,1539
City & County of Honolulu,19-04,State Senator,10,L,"PHILLIPS, Arnold T., II",167,28,144,339
City & County of Honolulu,19-04,State Representative,19,D,"KOBAYASHI, Bertrand (Bert)",719,99,526,1344
City & County of Honolulu,19-04,State Representative,19,L,"HIGA, Anthony J.L.",163,26,111,300
City & County of Honolulu,19-04,State Representative,19,R,"BISCHOFF, Stephen N.",160,23,142,325
City & County of Honolulu,19-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",5,0,14,19
City & County of Honolulu,19-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",18,2,16,36
City & County of Honolulu,19-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",151,18,138,307
City & County of Honolulu,19-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",415,70,362,847
City & County of Honolulu,19-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",6,0,6,12
City & County of Honolulu,19-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,1,0,1
City & County of Honolulu,19-05,U.S. Senator,,C,"ALLISON, Joy J.",3,1,6,10
City & County of Honolulu,19-05,U.S. Senator,,D,"SCHATZ, Brian",449,70,415,934
City & County of Honolulu,19-05,U.S. Senator,,L,"KOKOSKI, Michael A.",8,2,7,17
City & County of Honolulu,19-05,U.S. Senator,,R,"CARROLL, John",113,11,101,225
City & County of Honolulu,19-05,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",442,74,397,913
City & County of Honolulu,19-05,U.S. Representative,1,L,"YIM, Alan J.K.",24,2,18,44
City & County of Honolulu,19-05,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",6,1,6,13
City & County of Honolulu,19-05,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",103,8,102,213
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,D,"CROSS, Peter",6,1,13,20
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",416,59,331,806
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,D,"KIM, Howard",12,0,11,23
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",20,3,17,40
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",6,1,2,9
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",0,1,6,7
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",97,7,96,200
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",12,9,18,39
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",8,3,6,17
City & County of Honolulu,19-05,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,1,1
City & County of Honolulu,19-05,State Senator,10,D,"IHARA, Les, Jr.",451,75,388,914
City & County of Honolulu,19-05,State Senator,10,L,"PHILLIPS, Arnold T., II",70,6,71,147
City & County of Honolulu,19-05,State Representative,19,D,"KOBAYASHI, Bertrand (Bert)",398,66,318,782
City & County of Honolulu,19-05,State Representative,19,L,"HIGA, Anthony J.L.",66,10,85,161
City & County of Honolulu,19-05,State Representative,19,R,"BISCHOFF, Stephen N.",76,7,79,162
City & County of Honolulu,20-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",31,2,47,80
City & County of Honolulu,20-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",50,10,59,119
City & County of Honolulu,20-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",446,77,346,869
City & County of Honolulu,20-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",1180,230,955,2365
City & County of Honolulu,20-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",13,0,13,26
City & County of Honolulu,20-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,4,7
City & County of Honolulu,20-01,U.S. Senator,,C,"ALLISON, Joy J.",13,6,23,42
City & County of Honolulu,20-01,U.S. Senator,,D,"SCHATZ, Brian",1267,229,1046,2542
City & County of Honolulu,20-01,U.S. Senator,,L,"KOKOSKI, Michael A.",21,6,20,47
City & County of Honolulu,20-01,U.S. Senator,,R,"CARROLL, John",354,71,281,706
City & County of Honolulu,20-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",1181,222,948,2351
City & County of Honolulu,20-01,U.S. Representative,1,L,"YIM, Alan J.K.",62,13,47,122
City & County of Honolulu,20-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",30,7,35,72
City & County of Honolulu,20-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",353,66,299,718
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",16,9,25,50
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",1071,185,813,2069
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",23,4,32,59
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",56,10,38,104
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",18,4,30,52
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",10,2,10,22
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",334,64,280,678
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",31,10,58,99
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",20,4,18,42
City & County of Honolulu,20-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",5,2,2,9
City & County of Honolulu,20-01,State Senator,10,D,"IHARA, Les, Jr.",1206,220,948,2374
City & County of Honolulu,20-01,State Senator,10,L,"PHILLIPS, Arnold T., II",235,43,211,489
City & County of Honolulu,20-01,State Representative,20,D,"SAY, Calvin K.Y.",995,175,802,1972
City & County of Honolulu,20-01,State Representative,20,R,"ALLEN, Julia E.",528,116,437,1081
City & County of Honolulu,20-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",17,8,51,76
City & County of Honolulu,20-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",24,4,47,75
City & County of Honolulu,20-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",188,37,296,521
City & County of Honolulu,20-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",734,142,754,1630
City & County of Honolulu,20-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",17,2,10,29
City & County of Honolulu,20-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,2,9,13
City & County of Honolulu,20-02,U.S. Senator,,C,"ALLISON, Joy J.",12,1,24,37
City & County of Honolulu,20-02,U.S. Senator,,D,"SCHATZ, Brian",795,160,850,1805
City & County of Honolulu,20-02,U.S. Senator,,L,"KOKOSKI, Michael A.",11,6,22,39
City & County of Honolulu,20-02,U.S. Senator,,R,"CARROLL, John",145,25,207,377
City & County of Honolulu,20-02,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",766,146,810,1722
City & County of Honolulu,20-02,U.S. Representative,1,L,"YIM, Alan J.K.",25,8,54,87
City & County of Honolulu,20-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",24,4,35,63
City & County of Honolulu,20-02,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",128,27,195,350
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,D,"CROSS, Peter",6,6,26,38
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",709,127,694,1530
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",12,1,14,27
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",26,7,42,75
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",10,3,25,38
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",6,0,10,16
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",118,22,185,325
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",24,10,57,91
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",16,4,13,33
City & County of Honolulu,20-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,1,1,3
City & County of Honolulu,20-02,State Senator,10,D,"IHARA, Les, Jr.",747,141,791,1679
City & County of Honolulu,20-02,State Senator,10,L,"PHILLIPS, Arnold T., II",102,27,165,294
City & County of Honolulu,20-02,State Representative,20,D,"SAY, Calvin K.Y.",714,133,738,1585
City & County of Honolulu,20-02,State Representative,20,R,"ALLEN, Julia E.",204,48,303,555
City & County of Honolulu,20-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",22,6,40,68
City & County of Honolulu,20-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",30,6,31,67
City & County of Honolulu,20-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",253,39,262,554
City & County of Honolulu,20-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",737,121,717,1575
City & County of Honolulu,20-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",10,3,11,24
City & County of Honolulu,20-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",4,1,2,7
City & County of Honolulu,20-03,U.S. Senator,,C,"ALLISON, Joy J.",8,1,19,28
City & County of Honolulu,20-03,U.S. Senator,,D,"SCHATZ, Brian",833,132,789,1754
City & County of Honolulu,20-03,U.S. Senator,,L,"KOKOSKI, Michael A.",9,3,21,33
City & County of Honolulu,20-03,U.S. Senator,,R,"CARROLL, John",176,34,189,399
City & County of Honolulu,20-03,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",822,134,791,1747
City & County of Honolulu,20-03,U.S. Representative,1,L,"YIM, Alan J.K.",31,8,31,70
City & County of Honolulu,20-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",17,2,20,39
City & County of Honolulu,20-03,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",151,30,167,348
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,D,"CROSS, Peter",8,6,22,36
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",760,106,683,1549
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,D,"KIM, Howard",14,4,26,44
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",23,5,27,55
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",10,2,19,31
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",4,2,10,16
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",146,30,155,331
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",29,5,40,74
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",13,8,7,28
City & County of Honolulu,20-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,0,0,2
City & County of Honolulu,20-03,State Senator,10,D,"IHARA, Les, Jr.",830,136,758,1724
City & County of Honolulu,20-03,State Senator,10,L,"PHILLIPS, Arnold T., II",100,23,126,249
City & County of Honolulu,20-03,State Representative,20,D,"SAY, Calvin K.Y.",745,103,709,1557
City & County of Honolulu,20-03,State Representative,20,R,"ALLEN, Julia E.",247,53,259,559
City & County of Honolulu,20-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,3,33,55
City & County of Honolulu,20-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",26,12,33,71
City & County of Honolulu,20-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",230,30,263,523
City & County of Honolulu,20-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",704,130,616,1450
City & County of Honolulu,20-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",3,0,4,7
City & County of Honolulu,20-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,1,5,7
City & County of Honolulu,20-04,U.S. Senator,,C,"ALLISON, Joy J.",9,1,17,27
City & County of Honolulu,20-04,U.S. Senator,,D,"SCHATZ, Brian",772,131,683,1586
City & County of Honolulu,20-04,U.S. Senator,,L,"KOKOSKI, Michael A.",5,3,14,22
City & County of Honolulu,20-04,U.S. Senator,,R,"CARROLL, John",181,26,195,402
City & County of Honolulu,20-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",723,120,659,1502
City & County of Honolulu,20-04,U.S. Representative,1,L,"YIM, Alan J.K.",27,7,30,64
City & County of Honolulu,20-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",20,5,14,39
City & County of Honolulu,20-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",184,30,192,406
